Username,Text,Hashtags,Followers,Friends
kathylslaughter," Trump is just making stuff up at this NV rally. Tho his rival is Biden, he's going on about Hillary Clinton &amp; her emails…",,10994,12087
AruliusMarcus, Just like at a Biden rally.,,4133,4942
yeawelltoldu," I promise you that if I’m elected president, I’ll never forget what the job is about. It’s about you — the American people. h…",,654,1251
zlorance14,@AndrewYang We should be voting for you this November.  Not Biden,,415,389
jfwilb," Planned Parenthood endorses @JoeBiden because Joe believes it’s okay to take a life 🤬
Vote for our President Trump  an…",,11966,12260
Swamp63Yankee," BLM Protesters horribly harass elderly Pittsburgh diners, scaring them with loud taunts while taking their food right…",,3498,5001
shadyasstimes,RT @RonDufresne: @ParkerMolloy These kids are providing a free advertisement for Biden: “Things you’ll never see from the Biden campaign—th…,,1065,4362
KGNSnews,Bloomberg commits to spend $100 million to help Biden in Florida https://t.co/5Y40TTWzTj,,9046,211
erskineallin,RT @lindakay1014: Biden team hiring actors for his rallies on Craigslist! https://t.co/lg5gppZ3JG,,12514,12636
BarbL219," This is a really big deal.  Thank you @MikeBloomberg.  Florida is winnable.  If @JoeBiden wins Florida, which he will,…",,6874,7512
kikocasa844," BOOM!! Mike Bloomberg plans to spend at least $100 million in Florida to help elect Joe Biden, a massive late-stage in…",,802,3066
stockenjigsaw," 51 Days til E-Day &gt; 

- TRUMP holds 2 AM roundtables in Las Vegas, NV, tours a manufacturing plant in Henderson, NV, hold…",,19231,21202
LynnGre31717113, Will Biden get a telepromptor at the debates too? 🤣,,732,888
dp11843," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,114,116
rogueleader03," Look, I admit it, I just want Trump gone. I want his entire family to go the fuck away. I can't take them anymore. I know…",,382,161
Cheesehead511," This is a really big deal.  Thank you @MikeBloomberg.  Florida is winnable.  If @JoeBiden wins Florida, which he will,…",,46,64
AnneLiveTweets,Can I be friends with this person?,,403,1030
StevoChance,"@JoeBiden WOW Joe, sounds perfect!!!  Sounds exactly what President Trump has done, and will continue to do after he is re-elected!",,56,402
34NenaSM," Trump rallied in NV. He would stop being nice to Joe after his camp. accused him in an ad of disparaging the troops.

“On…",,298,358
jikkie39180708," Pressed on why Biden did not call for a travel ban, social distancing or masks in Jan. or Feb., Symone Sanders tells @GStephanopou…",,6,117
nobody18729854, “Why isn’t the Cause of the problem way more popular than the Symptom?”,,16,255
hsvkate2u," Watch this video and ALL the Democrats who said abolish or defund the police 

End of video @JoeBiden says the only one wanting…",,880,947
oneluckybean_, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,1471,1788
fergied8," I’m a reporter covering Biden and traveled with him this week to Pennsylvania twice, Michigan and New York. None of those state…",,203,365
Angler2Texas,"#VoteBlueToEndThisNightmare 

Normal Americans are fleeing the new DNC that gives platform and funding to literal t… https://t.co/eI188vCWjh",['VoteBlueToEndThisNightmare'],165,254
MAL46243832,"RT @GOP: Chicago’s BRAVE Law Enforcement officers SUPPORT President @realDonaldTrump!
https://t.co/fg9pMWZ0qG",,25,167
La_Dama_Liberty,@JoeBiden Climate change maybe real but so is arson. STOP TRYING TO MANIPULATE THE AMERICAN PEOPLE.,,64,436
elk1006," Instead of blaming Trump for California wildfires, @KamalaHarris should immediately condemn the rioters, looters and ba…",,69,96
mosaictheories,RT @mosaictheories: @JoeBiden @KamalaHarris Topic of the Day: HOW DEMOCRATS PLAN TO REPAIR RELATIONS BETWEEN THE US AND RUSSIA IN 2021 WITH…,,1519,3713
AndreaBillingsl," I need the people who claim Joe biden &amp; Kamala Harris don’t have tangibles, to have a tall glass 🍷 of STFU! The problem is…",,1588,3652
Godsfavorite13, fuck donald trump and anyone who stands with him hi hello i hope you’re sunday goes great,,259,569
kell1077," Joe Biden in office means more cities burned, more cops killed, more mainstream media brainwashing and more normalizati…",,742,943
PhillyRepub1," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,1603,1708
Mau122983390, What if the president is just a racist?,,114,1554
bmc1204,RT @realDonaldTrump: Chicago‘s Fraternal Order of Police Endorses Donald Trump for Reelection https://t.co/KsDjK2rufh via @BreitbartNews. T…,,427,1084
comogmx,@realDonaldTrump Does 1+1 equal 3? - Donald Trump,,4,34
flugennock,RT @jimmy_dore: “Why isn’t the Cause of the problem way more popular than the Symptom?” https://t.co/f2nMciCc4S,,3337,310
carolriggio7,RT @realDonaldTrump: I did more in 47 months as President than Sleepy Joe Biden did in 47 years! #MAGA https://t.co/EzcAswmrYE,['MAGA'],976,2410
Dottcha," .@BernieSanders offering your unconditional support to Hillary Clinton, irrespective of whether she adopted popular progres…",,865,1833
MomsTrustTrump," 51 Days til E-Day &gt; 

- TRUMP holds 2 AM roundtables in Las Vegas, NV, tours a manufacturing plant in Henderson, NV, hold…",,1487,3155
cobraman428,He’s in his basement watching child porn on Netflix. https://t.co/enZ8JkxfS4,,984,1009
vanderfk,@JEB_CANT_FIX_IT @JoeBiden @realDonaldTrump They don't care. Politofact has a whole web page devoted to his lies.,,15182,15692
Kaloudacris,@Mario_Prospero @sammieshine I feel like people don’t realize that there are a lot of Bernie supporters who don’t f… https://t.co/zU5IiHGIyY,,105,343
jvgraz,RT @Amanst3r: It says a lot that you even need to ask. https://t.co/nTeHTSd5FR,,26815,11674
LisaMoore1981,"RT @KC33Phoenix: Don't be fooled by rhetoric!  Biden &amp; Obama spent Billions of Tax Dollars for Green Energy.  Where did the $ go?
https://t…",,795,1154
XoxoTramy," @ScottAdamsSays It's gotten to the point where I can't even bring myself to make Biden jokes anymore.

It's beyond sad.  It'…",,483,166
ResistThor, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,89,598
rbarris,"RT @jemelehill: Trump: I didn’t tell Americans about how bad coronavirus was going to be because I didn’t want to create any panic.

Also T…",,1001,5003
rosheenamend," I thought Mini Mike was through with Democrat politics after spending almost 2 Billion Dollars, and then giving the wo…",,3746,4579
JaredinBlizzard,@nikicaga What’s also weirdest is having Biden doing better with non-whites overall than Clinton and trump at 41% w… https://t.co/z5TihV7k81,,672,1653
marycw2,"@realDonaldTrump Dear Donald,
Like Joe Biden, you should be staying home instead of spreading Covid as fast as you… https://t.co/vkNazmtq8E",,21,92
skimp1996," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,14,80
STForeignDesk,Michael Bloomberg to spend $136 million in Florida for Biden https://t.co/HSzK4JH89m,,45408,123
Wendykersey," Wait a second, @DonaldJTrumpJr.  Is Joe Biden ""Sleepy"" or ""Hysterical?""   Pick a dosage and stick with it.",,106,352
basha14317," In a Biden-Harris administration, “Buy American” will be more than a slogan. 

We’re going to invest an additional $400 billi…",,47,148
KO92792," @CassyWearsHeels Selling a U.S. manufacturer that produces ""dual-use"" components to China is bad enough...

Selling it to AV…",,3292,3262
KathyKraeuter, Biden asks 'Do I look like a radical socialist with a soft spot for rioters?',,2099,2265
smitty6599," Saw a lady with a Biden hat on today. First one I've ever seen. Didn't yell at her or punch her, didn't have my friends…",,76,208
KeithTatem," Here's the real progressive, folks. This how you do it.",,1881,2141
sparkal22," The Trump campaign's ads and online videos are just so dishonest, way worse than your standard political spin. 

My own video t…",,33,29
Jessie19688, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,10510,10406
TeaCup58," I thought Mini Mike was through with Democrat politics after spending almost 2 Billion Dollars, and then giving the wo…",,580,1410
HumanitarianGal," Thread about Florida. Trump MUST win Florida, period. No model has him losing Florida and winning 270 electoral votes. No…",,3310,2724
joycemarieh66, @tribelaw A dangerous incitement to violence by Stone. Trump is fully focused on rendering illegitimate the 2020 election…,,5720,5098
KathrynFebbrar1," @ScottAdamsSays It's gotten to the point where I can't even bring myself to make Biden jokes anymore.

It's beyond sad.  It'…",,9258,9147
QuantumRhinoX," 47-
Numbers are IMPORTANT with .@realDonaldTrump.
First I think of SILVER, as it has an atomic number of 47.
Also roun…",,1597,282
mary07306228, Former New York mayor Mike Bloomberg plans to spend at least $100 million in Florida to help elect Democrat Joe Biden. htt…,,30,63
eyeammachine," Make no mistake, a Biden/Harris win means #BlackLivesMatter terrorists are coming to your nice safe neighborhood, and the…",['BlackLivesMatter'],1173,2823
pompanogirl99," I blame the media for inciting this horrific violence on the police.
I blame the silence from @JoeBiden and @KamalaHarr…",,9,282
EvaCigarLady," Where are the condemnations of BLM tactics from @JoeBiden and @KamalaHarris?! 

Blocking emergency rooms is barbaric! h…",,1385,1340
bugsy159, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,14120,14155
GiuliaCesare2, Oh...hey Mike,,1497,3173
davidisaksen," A vivid illustration why, despite rising concerns over urban violence &amp; looting, our poll shows Trump is still behind Biden i…",,515,228
msl500, Not a @JoeBiden “rally.”,,731,142
toonfan_saudis,"RT @realDonaldTrump: See you tonight Minden, Nevada. I am on my way! #MAGA https://t.co/EmNenVQAlD",['MAGA'],218,415
Returner424," Yesterday Donald Trump promised only except the results of the election if he wins, use federal troops to crush dissent, a…",,241,223
tina29114546,"RT @seanhannity: Anti-Border Security, Biden Runningmate Frontrunner, To Build 8-Foot Electric Fence Around Her Governor’s Mansion https://…",,15,124
RoyGBiv1933,"@realDonaldTrump Joe Biden’s Dementia will not allow him to run the country effectively. 

https://t.co/O0A5hqLqek",,468,247
ACE72048416,@LASDHQ This is the result of @JoeBiden and @KamalaHarris cowards.,,729,1292
groves_everett,"Biden/Harris need a national Hispanic theme and full court effort to get voters starting in Florida- jobs, health care etc.",,8,342
robinbowden19, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,1086,3994
Vicky76319435," Thank you @MikeBloomberg 
Given that our lives and democracy are literally on the line, and also Trump's efforts at che…",,177,664
AmericaRising_1," When we win I, as your President, will totally forgive ALL deferred payroll taxes with money from the General Fund. I…",,1130,2678
zyiteblog,Samuel L. Jackson Declares 'Donald Trump Is Dangerous for Our Country' https://t.co/qVG7rgoSor,,1774,3673
DcircleF, Isn’t it amazing to watch someone smear and discredit someone with lies and distortions without ever having to feel guilt…,,180,368
PatriciaMeist15," @ProjectLincoln Donald Trump can’t run either the government or a business worth a damn, the one skill that he does have is…",,36,54
Ranga80892327,RT @JoyceCarolOates: What if Trump Fought the Virus as Hard as He Fought for His Wall? https://t.co/4mT6xLmZ2j,,16,70
rdt1948,@JoeBiden Democrats have long talked how people need to pay their fair share.  I urge you to eliminate the cap on S… https://t.co/HEDy6O6QVZ,,2,50
janalizzy,"RT @MarkSimoneNY: Joe Biden: “No one making under $400,000, which is more money than I've ever made, is going to have to pay more taxes.""…",,1460,1925
SunghiFrauen,RT @ScottAdamsSays: I have a theory. https://t.co/sdkHyeoeoG,,14,71
Alam_Chaudry, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,1015,825
DMC0821,@ChrisDJackson @JoeBiden Exactly. Being at fifty or within a point there IS the game plan.,,2058,777
BrownLiebenberg,"@KamalaHarris @JoeBiden Or else we all drown and die by 2013? The sun drives climate on solar system planets, not h… https://t.co/QwKzhMuqtX",,65,114
